Trial,Reward,Algorithm
159,1.7769332425712663,Thompson Sampling
160,-0.09748379543911456,Thompson Sampling
161,0.9251369454864805,Thompson Sampling
162,1.2157054529898645,Thompson Sampling
163,1.4901796033766128,Thompson Sampling
164,0.42845164680351766,Thompson Sampling
165,-0.02209655885595685,Thompson Sampling
166,1.442291224618649,Thompson Sampling
167,0.3205618122351022,Thompson Sampling
168,-0.08343884511473032,Thompson Sampling
169,0.8738864498703476,Thompson Sampling
170,1.3195475586804293,Thompson Sampling
171,-0.7601135785219449,Thompson Sampling
172,0.5412207720049916,Thompson Sampling
173,2.091190294300419,Thompson Sampling
174,2.032384676035811,Thompson Sampling
175,1.3454541653452456,Thompson Sampling
176,-0.1415650755407467,Thompson Sampling
177,1.245290370397325,Thompson Sampling
178,3.064432164501319,Thompson Sampling
179,-0.08706181559682435,Thompson Sampling
180,-1.3261516240878295,Thompson Sampling
181,-0.3529024179048238,Thompson Sampling
182,-0.4162382241678475,Thompson Sampling
183,0.7221607162071746,Thompson Sampling
184,1.274678476543797,Thompson Sampling
185,-1.377254098521935,Thompson Sampling
186,0.3909725994493333,Thompson Sampling
187,1.5854942719447256,Thompson Sampling
188,0.07794993452402854,Thompson Sampling
189,1.9876423348962917,Thompson Sampling
190,1.2674854519854137,Thompson Sampling
191,2.638099900603389,Thompson Sampling
192,1.3048993612224062,Thompson Sampling
193,1.3516856210000088,Thompson Sampling
194,-1.4347984870711166,Thompson Sampling
195,0.010010042463347801,Thompson Sampling
196,0.7104615738161806,Thompson Sampling
197,0.14307846932711077,Thompson Sampling
198,0.9378704211098637,Thompson Sampling
199,1.1907392182828422,Thompson Sampling
200,-0.6285433641980012,Thompson Sampling
201,1.7571252824181176,Thompson Sampling
202,2.2007585129594247,Thompson Sampling
203,0.9172349159242937,Thompson Sampling
204,0.6705058226942311,Thompson Sampling
205,0.027286822474183126,Thompson Sampling
206,-2.3886809855461237,Thompson Sampling
207,1.3863362594967223,Thompson Sampling
208,2.4917542323530597,Thompson Sampling
209,-0.8756975424737328,Thompson Sampling
210,0.07229305032573191,Thompson Sampling
211,-0.11635375482608667,Thompson Sampling
212,1.3518795935140642,Thompson Sampling
213,0.8863566382593159,Thompson Sampling
214,1.549594159617428,Thompson Sampling
215,2.3911632982976645,Thompson Sampling
216,1.4456942408830131,Thompson Sampling
217,1.077879481826758,Thompson Sampling
218,0.8479673530392429,Thompson Sampling
219,-0.2446633383042609,Thompson Sampling
220,1.3842199064390037,Thompson Sampling
221,0.6782644817804819,Thompson Sampling
222,0.46062178515800006,Thompson Sampling
223,-1.2916037082302834,Thompson Sampling
224,0.02514221919020737,Thompson Sampling
225,1.0823934818586227,Thompson Sampling
226,1.7426984210259788,Thompson Sampling
227,2.0195082792283587,Thompson Sampling
228,-0.16187316265582996,Thompson Sampling
229,0.6648048645164044,Thompson Sampling
230,2.0520960275791484,Thompson Sampling
231,0.4598066870358844,Thompson Sampling
232,-0.6092878135184081,Thompson Sampling
233,1.1863769262570165,Thompson Sampling
234,0.5187055297558034,Thompson Sampling
235,0.8361782740056355,Thompson Sampling
236,2.8282096708352906,Thompson Sampling
237,0.028418633916133973,Thompson Sampling
238,2.000503386082743,Thompson Sampling
239,1.102921620376578,Thompson Sampling
240,-0.5330309511852833,Thompson Sampling
241,0.9813719297574127,Thompson Sampling
242,1.3992128812620657,Thompson Sampling
243,1.0359129876046191,Thompson Sampling
244,2.681026312972243,Thompson Sampling
245,-0.22710147138387926,Thompson Sampling
246,0.04877896454281716,Thompson Sampling
247,1.5931179799267174,Thompson Sampling
248,1.2043903129646751,Thompson Sampling
249,0.5848933477103839,Thompson Sampling
250,1.5574970457639694,Thompson Sampling
251,1.90723558687825,Thompson Sampling
252,1.2483146444246058,Thompson Sampling
253,1.0047378373456846,Thompson Sampling
254,1.0948155982748473,Thompson Sampling
255,0.9808972444061164,Thompson Sampling
256,0.25897333436911285,Thompson Sampling
257,-0.433601659225892,Thompson Sampling
258,-0.1751474722383236,Thompson Sampling
259,1.0330576371230509,Thompson Sampling
260,2.337465273483172,Thompson Sampling
261,-0.8361918162327624,Thompson Sampling
262,0.6344583982510903,Thompson Sampling
263,0.5361584180373784,Thompson Sampling
264,0.3546174609220801,Thompson Sampling
265,1.0625451045881413,Thompson Sampling
266,-0.27421428122519664,Thompson Sampling
267,1.455837746397846,Thompson Sampling
268,0.1695400492970821,Thompson Sampling
269,0.865195743385988,Thompson Sampling
270,0.6856470874943108,Thompson Sampling
271,2.1490974080807135,Thompson Sampling
272,2.5398226413054728,Thompson Sampling
273,-0.37877486091671253,Thompson Sampling
274,0.9190172535230092,Thompson Sampling
275,1.4068327199952795,Thompson Sampling
276,1.888013982532553,Thompson Sampling
277,2.611594543848805,Thompson Sampling
278,0.17072299089303677,Thompson Sampling
279,0.7310787206061817,Thompson Sampling
280,0.8422289280524295,Thompson Sampling
281,-0.03839486329153052,Thompson Sampling
282,3.118097354487116,Thompson Sampling
283,-0.30377775318083655,Thompson Sampling
284,-0.2510107989400281,Thompson Sampling
285,0.9805712279253357,Thompson Sampling
286,2.139708565558804,Thompson Sampling
287,-0.050469283366255,Thompson Sampling
288,2.360882047390067,Thompson Sampling
289,0.7299682201283024,Thompson Sampling
290,0.9207110625258703,Thompson Sampling
291,1.0377769555205218,Thompson Sampling
292,0.15020786537877617,Thompson Sampling
293,0.789153418220931,Thompson Sampling
294,0.7184522022433419,Thompson Sampling
295,0.637346275351439,Thompson Sampling
296,0.837956407667214,Thompson Sampling
297,0.6289233573253414,Thompson Sampling
298,0.650882546554368,Thompson Sampling
299,-0.43655567938355244,Thompson Sampling
300,0.4716075823947198,Thompson Sampling
301,0.47604807665512705,Thompson Sampling
302,1.8921550978745145,Thompson Sampling
303,1.5088784857775828,Thompson Sampling
304,0.3568464417912261,Thompson Sampling
305,-0.16500473190484666,Thompson Sampling
306,-1.4603100296407718,Thompson Sampling
307,0.5420549451965339,Thompson Sampling
308,0.006682432353820822,Thompson Sampling
309,2.469790882160192,Thompson Sampling
310,-0.4957795201776619,Thompson Sampling
311,2.572533903237553,Thompson Sampling
312,0.01833654780372712,Thompson Sampling
313,0.6632018770134632,Thompson Sampling
314,1.3576036104652003,Thompson Sampling
315,1.7064263395009445,Thompson Sampling
316,2.39997187653671,Thompson Sampling
317,0.9185622376365463,Thompson Sampling
318,0.11987447225482895,Thompson Sampling
319,0.9216181401556763,Thompson Sampling
320,0.5917662149515341,Thompson Sampling
321,-0.03998156670875064,Thompson Sampling
322,0.6729675863209674,Thompson Sampling
323,1.3853511146664168,Thompson Sampling
324,1.0883428796264145,Thompson Sampling
325,0.3805333597750231,Thompson Sampling
326,0.5727357204705233,Thompson Sampling
327,-0.0012333188371338455,Thompson Sampling
328,2.677326163013129,Thompson Sampling
329,1.0759784308576388,Thompson Sampling
330,-0.11742002207579694,Thompson Sampling
331,1.0024184064113602,Thompson Sampling
332,0.3322795835725583,Thompson Sampling
333,0.38935172326677386,Thompson Sampling
334,1.451746786872328,Thompson Sampling
335,0.17421973570268867,Thompson Sampling
336,0.7313542861320057,Thompson Sampling
337,0.33750920326582484,Thompson Sampling
338,1.1466919143737366,Thompson Sampling
339,1.4984582899264325,Thompson Sampling
340,0.5811477235007264,Thompson Sampling
341,0.22572582338399805,Thompson Sampling
342,0.48275985713337083,Thompson Sampling
343,0.9915939027110705,Thompson Sampling
344,0.741362421437602,Thompson Sampling
345,0.2549218359864539,Thompson Sampling
346,2.3359510429949273,Thompson Sampling
347,-0.08259709425155182,Thompson Sampling
348,0.21939162279766478,Thompson Sampling
349,2.5886255559577678,Thompson Sampling
350,0.3495449288742913,Thompson Sampling
351,1.8994037191692095,Thompson Sampling
352,2.5167318134348715,Thompson Sampling
353,-0.5730670847519421,Thompson Sampling
354,-1.0652039435141276,Thompson Sampling
355,1.848569430189196,Thompson Sampling
356,0.07397517373212636,Thompson Sampling
357,0.9241561527299496,Thompson Sampling
358,1.8495985069183705,Thompson Sampling
359,2.4869795423514676,Thompson Sampling
360,2.123814784334095,Thompson Sampling
361,-0.10148039660879615,Thompson Sampling
362,0.019887278857510182,Thompson Sampling
363,-0.03294349934093599,Thompson Sampling
364,-0.778256238008944,Thompson Sampling
365,0.7044908594521769,Thompson Sampling
366,-0.9535944525229625,Thompson Sampling
367,1.334842617854387,Thompson Sampling
368,1.3222244185341074,Thompson Sampling
369,-1.5122534480178464,Thompson Sampling
370,-0.21000811803656028,Thompson Sampling
371,0.887582646565801,Thompson Sampling
372,0.47402208889799385,Thompson Sampling
373,-1.2929730209292567,Thompson Sampling
374,2.9919321271742136,Thompson Sampling
375,1.0919340954216117,Thompson Sampling
376,0.6522386834023525,Thompson Sampling
377,-0.42465597985348125,Thompson Sampling
378,2.04858581531949,Thompson Sampling
379,1.967878546317858,Thompson Sampling
380,0.16384760058583925,Thompson Sampling
381,1.1155778126742657,Thompson Sampling
382,0.4615699336606564,Thompson Sampling
383,0.8854672043526244,Thompson Sampling
384,3.5209289665672934,Thompson Sampling
385,0.6540404042437973,Thompson Sampling
386,1.2978840518518504,Thompson Sampling
387,1.2979409651630238,Thompson Sampling
388,1.2367010794256013,Thompson Sampling
389,0.897901888252429,Thompson Sampling
390,1.4172687216840658,Thompson Sampling
391,-1.6354419317552886,Thompson Sampling
392,0.32649146315711475,Thompson Sampling
393,-0.41135563913940154,Thompson Sampling
394,1.105706337987859,Thompson Sampling
395,2.5688947290873454,Thompson Sampling
396,2.3945409354177905,Thompson Sampling
397,1.2643674634548767,Thompson Sampling
398,1.1869588125526263,Thompson Sampling
399,0.006183488457338515,Thompson Sampling
400,-1.99061596656567,Thompson Sampling
401,1.452803911271039,Thompson Sampling
402,-0.029808247110390096,Thompson Sampling
403,0.9701269085299735,Thompson Sampling
404,0.6713376629563764,Thompson Sampling
405,0.126737004951209,Thompson Sampling
406,1.2207408424516568,Thompson Sampling
407,1.4666415175639078,Thompson Sampling
408,0.269670177148308,Thompson Sampling
409,0.8884527996066843,Thompson Sampling
410,2.2326185750636363,Thompson Sampling
411,0.7560594332984131,Thompson Sampling
412,0.5864750323663063,Thompson Sampling
413,1.8757914585156468,Thompson Sampling
414,0.4967970896470841,Thompson Sampling
415,2.134691545669245,Thompson Sampling
416,0.013528235312698422,Thompson Sampling
417,0.3419325668239688,Thompson Sampling
418,1.5302939302097176,Thompson Sampling
419,-0.026551477477134378,Thompson Sampling
420,0.20843619602547137,Thompson Sampling
421,0.01545635688605651,Thompson Sampling
422,0.8895694588705041,Thompson Sampling
423,2.2413546701065075,Thompson Sampling
424,0.3131401560654972,Thompson Sampling
425,2.4308273204531616,Thompson Sampling
426,-0.42162404596635117,Thompson Sampling
427,0.12741451346507648,Thompson Sampling
428,1.630249352143981,Thompson Sampling
429,-1.6217106192430315,Thompson Sampling
430,0.4973406440974088,Thompson Sampling
431,1.438730809123657,Thompson Sampling
432,0.5767805960010164,Thompson Sampling
433,1.4841067670877477,Thompson Sampling
434,1.725422845537651,Thompson Sampling
435,1.7781516156208519,Thompson Sampling
436,2.010832792991405,Thompson Sampling
437,2.0433449833848374,Thompson Sampling
438,-0.5606033684289955,Thompson Sampling
439,1.9817730090883068,Thompson Sampling
440,1.511673606739134,Thompson Sampling
441,2.539643763024599,Thompson Sampling
442,-1.2202595579505786,Thompson Sampling
443,2.012088059114954,Thompson Sampling
444,0.3806340951690787,Thompson Sampling
445,0.17298092127401876,Thompson Sampling
446,0.9286069993622503,Thompson Sampling
447,1.3833005440527208,Thompson Sampling
448,0.7773762142709706,Thompson Sampling
449,1.1464832930061948,Thompson Sampling
450,0.7961308473328543,Thompson Sampling
451,1.4528622301032958,Thompson Sampling
452,1.0593480458840474,Thompson Sampling
453,0.1724148400214075,Thompson Sampling
454,2.4216383300648325,Thompson Sampling
455,1.6301196225630483,Thompson Sampling
456,-0.32007425230310194,Thompson Sampling
457,0.2055083644770226,Thompson Sampling
458,0.3297987744085833,Thompson Sampling
459,0.6091382525131899,Thompson Sampling
460,-0.782374438666749,Thompson Sampling
461,1.210188104294537,Thompson Sampling
462,1.7192603063027228,Thompson Sampling
463,1.083330479814034,Thompson Sampling
464,0.36880278658108234,Thompson Sampling
465,2.0489179407127915,Thompson Sampling
466,0.8170355479410204,Thompson Sampling
467,0.9304967136139066,Thompson Sampling
468,1.4335400546680934,Thompson Sampling
469,1.0665750387651907,Thompson Sampling
470,0.17100663943588468,Thompson Sampling
471,1.839249298731995,Thompson Sampling
472,2.5743813059287053,Thompson Sampling
473,-0.003335196392300066,Thompson Sampling
474,-0.6128800791992173,Thompson Sampling
475,0.49040566902207244,Thompson Sampling
476,0.9183054639700459,Thompson Sampling
477,0.8040528467429064,Thompson Sampling
478,0.10176037722490228,Thompson Sampling
479,2.0322988203512242,Thompson Sampling
480,1.7003342950241538,Thompson Sampling
481,1.3331396268756242,Thompson Sampling
482,1.0430602758260927,Thompson Sampling
483,-0.5790891585981514,Thompson Sampling
484,0.027737316268351297,Thompson Sampling
485,2.2732886686615057,Thompson Sampling
486,-0.006056889804447851,Thompson Sampling
487,0.129980071742701,Thompson Sampling
488,1.1386142449951238,Thompson Sampling
489,0.7740342124799444,Thompson Sampling
490,0.5459235665140483,Thompson Sampling
491,0.15990996848235361,Thompson Sampling
492,1.5935596752626786,Thompson Sampling
493,1.5546220061796507,Thompson Sampling
494,0.437490214909975,Thompson Sampling
495,0.8264735826658507,Thompson Sampling
496,1.4568866605103126,Thompson Sampling
497,0.44199620595667327,Thompson Sampling
498,0.02017055291127534,Thompson Sampling
499,1.115961987168272,Thompson Sampling
500,1.8236775315071476,Thompson Sampling
501,0.24508656737389756,Thompson Sampling
502,1.0124862056850608,Thompson Sampling
503,2.3204471855275424,Thompson Sampling
504,0.46483151050948823,Thompson Sampling
505,1.1577066190209864,Thompson Sampling
506,1.084501258966915,Thompson Sampling
507,2.335864152364177,Thompson Sampling
508,1.76585879263645,Thompson Sampling
509,-0.1409440798640561,Thompson Sampling
510,0.5388665550607624,Thompson Sampling
511,-0.5600714211065294,Thompson Sampling
512,1.3568462762438867,Thompson Sampling
513,1.8295140883876677,Thompson Sampling
514,2.2784823812692205,Thompson Sampling
515,1.723096742761351,Thompson Sampling
516,-0.28363395527671287,Thompson Sampling
517,0.847137451478576,Thompson Sampling
518,-0.6752649564257927,Thompson Sampling
519,1.4042394306341168,Thompson Sampling
520,0.037069317164052706,Thompson Sampling
521,2.2006110167513517,Thompson Sampling
522,-0.3735361389710544,Thompson Sampling
523,0.769898000533885,Thompson Sampling
524,0.09269854285732013,Thompson Sampling
525,0.96717972784681,Thompson Sampling
526,3.232903049904497,Thompson Sampling
527,1.808027521285064,Thompson Sampling
528,0.30433784451227547,Thompson Sampling
529,2.6985005261111104,Thompson Sampling
530,1.0069248465494813,Thompson Sampling
531,2.1956897326080425,Thompson Sampling
532,0.8130215830968814,Thompson Sampling
533,-1.3220694030652995,Thompson Sampling
534,2.8598568333408814,Thompson Sampling
535,1.1170769635207431,Thompson Sampling
536,2.7586053911831385,Thompson Sampling
537,0.47824050431007614,Thompson Sampling
538,1.34017141522129,Thompson Sampling
539,0.08000082416145593,Thompson Sampling
540,1.7224967409426852,Thompson Sampling
541,1.169698737513011,Thompson Sampling
542,0.13120857163280408,Thompson Sampling
543,1.082398033948464,Thompson Sampling
544,-0.04504136937780501,Thompson Sampling
545,-0.9550240208771619,Thompson Sampling
546,0.1866273099928018,Thompson Sampling
547,1.353868691057343,Thompson Sampling
548,-0.737578823992969,Thompson Sampling
549,0.4395530538566084,Thompson Sampling
550,-0.01217311538090593,Thompson Sampling
551,0.21810261452221558,Thompson Sampling
552,-0.2405569965258646,Thompson Sampling
553,2.0700146165401696,Thompson Sampling
554,1.0038591476460597,Thompson Sampling
555,2.109378710153886,Thompson Sampling
556,1.4445398064659487,Thompson Sampling
557,-1.002495993389986,Thompson Sampling
558,0.5630540782047269,Thompson Sampling
559,-1.079481810509751,Thompson Sampling
560,0.90537952030847,Thompson Sampling
561,2.907756281256451,Thompson Sampling
562,0.7187431426641697,Thompson Sampling
563,0.029208788833992583,Thompson Sampling
564,0.7849099515750658,Thompson Sampling
565,1.1004441791768695,Thompson Sampling
566,2.070081659363182,Thompson Sampling
567,0.5978623753691502,Thompson Sampling
568,1.5425634674766884,Thompson Sampling
569,-0.19188010494015295,Thompson Sampling
570,1.135161332521045,Thompson Sampling
571,0.6638643573490118,Thompson Sampling
572,0.4457086733209446,Thompson Sampling
573,1.7169306236341835,Thompson Sampling
574,0.3745950151210588,Thompson Sampling
575,0.8230677222069879,Thompson Sampling
576,1.6659833929945478,Thompson Sampling
577,0.8535648286615882,Thompson Sampling
578,1.0942064937398948,Thompson Sampling
579,1.6129917178685695,Thompson Sampling
580,1.7788154907918792,Thompson Sampling
581,1.1670299115287204,Thompson Sampling
582,0.16460774327388594,Thompson Sampling
583,1.5351345816636723,Thompson Sampling
584,-0.283470982706743,Thompson Sampling
585,1.028208592643574,Thompson Sampling
586,1.3517445207322911,Thompson Sampling
587,3.29427475051425,Thompson Sampling
588,1.1406389542657303,Thompson Sampling
589,0.22530478558121214,Thompson Sampling
590,0.4797409784725572,Thompson Sampling
591,1.4158390962777614,Thompson Sampling
592,0.18857144518060887,Thompson Sampling
593,0.7269779403947795,Thompson Sampling
594,1.1773701909302383,Thompson Sampling
595,2.0010360869787,Thompson Sampling
596,-0.009508476834613866,Thompson Sampling
597,1.739743607644503,Thompson Sampling
598,1.7714840420306026,Thompson Sampling
599,-0.8561151721739388,Thompson Sampling
600,-0.022847585973778006,Thompson Sampling
601,-0.25246384291048674,Thompson Sampling
602,2.6683483627314786,Thompson Sampling
603,0.9303575451633594,Thompson Sampling
604,2.841583385074947,Thompson Sampling
605,0.07522867266780087,Thompson Sampling
606,0.33690347127773335,Thompson Sampling
607,0.19841150429458054,Thompson Sampling
608,-0.5966223620196016,Thompson Sampling
609,-0.05419729063908829,Thompson Sampling
610,1.491233185479421,Thompson Sampling
611,0.913112838485262,Thompson Sampling
612,0.9270061377677625,Thompson Sampling
613,3.2587274935752717,Thompson Sampling
614,-0.44830091920132165,Thompson Sampling
615,0.7106755646710599,Thompson Sampling
616,1.8004849396960485,Thompson Sampling
617,-0.5500559407876189,Thompson Sampling
618,-0.15943622377418099,Thompson Sampling
619,1.3625617020845144,Thompson Sampling
620,1.1755725608273662,Thompson Sampling
621,0.5397793444492911,Thompson Sampling
622,3.08660141897335,Thompson Sampling
623,1.3303022296723643,Thompson Sampling
624,2.017584645422259,Thompson Sampling
625,1.0854349830432346,Thompson Sampling
626,1.2940728641532915,Thompson Sampling
627,2.030275302339574,Thompson Sampling
628,2.8481191212315307,Thompson Sampling
629,1.1606729348097686,Thompson Sampling
630,0.5052245981381756,Thompson Sampling
631,0.7266480210690737,Thompson Sampling
632,0.032369904262544935,Thompson Sampling
633,1.7238060439394953,Thompson Sampling
634,0.5001636055118608,Thompson Sampling
635,1.7992360629715107,Thompson Sampling
636,1.1614236100832107,Thompson Sampling
637,0.13014799902252616,Thompson Sampling
638,1.4956234681976004,Thompson Sampling
639,0.7296173171419826,Thompson Sampling
640,0.29929832977944604,Thompson Sampling
641,0.010946871738880315,Thompson Sampling
642,1.483486244483012,Thompson Sampling
643,2.3597940385443894,Thompson Sampling
644,0.5148744044232586,Thompson Sampling
645,1.1405982632829652,Thompson Sampling
646,1.5162831703897703,Thompson Sampling
647,1.42682538195323,Thompson Sampling
648,0.6688391927472642,Thompson Sampling
649,3.1792876032415442,Thompson Sampling
650,0.22467238005806145,Thompson Sampling
651,0.7226764143221802,Thompson Sampling
652,2.5117897997183203,Thompson Sampling
653,0.48815875370112166,Thompson Sampling
654,-0.5400863898606455,Thompson Sampling
655,1.3719531108875023,Thompson Sampling
656,0.5096367096485241,Thompson Sampling
657,-0.005885698412527507,Thompson Sampling
658,1.0649008076640294,Thompson Sampling
659,0.17093056423376896,Thompson Sampling
660,-0.08041530436719879,Thompson Sampling
661,1.0631938042321192,Thompson Sampling
662,-1.1288747699230033,Thompson Sampling
663,-0.24994219245467053,Thompson Sampling
664,2.091448173512971,Thompson Sampling
665,0.9831053773171784,Thompson Sampling
666,1.1725524364586704,Thompson Sampling
667,0.3058850732759161,Thompson Sampling
668,1.22772309627158,Thompson Sampling
669,1.5750812318653074,Thompson Sampling
670,1.6615975690918943,Thompson Sampling
671,1.6550075906205195,Thompson Sampling
672,1.6262721547304202,Thompson Sampling
673,1.0783408142044966,Thompson Sampling
674,0.6526251620680871,Thompson Sampling
675,1.3299087527974294,Thompson Sampling
676,2.367350498328898,Thompson Sampling
677,1.4585904322015972,Thompson Sampling
678,-0.1225575565804694,Thompson Sampling
679,0.9731500238416871,Thompson Sampling
680,0.8318556707350758,Thompson Sampling
681,-1.3181357204861393,Thompson Sampling
682,1.7818478609589858,Thompson Sampling
683,0.4931318914799696,Thompson Sampling
684,2.177338012733223,Thompson Sampling
685,0.20885914955815466,Thompson Sampling
686,1.6640955160580666,Thompson Sampling
687,2.4733292269633766,Thompson Sampling
688,1.4285534087998593,Thompson Sampling
689,1.6098970144451719,Thompson Sampling
690,0.3576205473309182,Thompson Sampling
691,0.08249740538735972,Thompson Sampling
692,0.2007171321549137,Thompson Sampling
693,1.6345148446444866,Thompson Sampling
694,0.18411418900431564,Thompson Sampling
695,2.915623242167085,Thompson Sampling
696,2.8275743030616214,Thompson Sampling
697,1.5688084026313347,Thompson Sampling
